1.0,0.860736842105,0.00885644875799,72976276.2105,0.239026245318
0.95,0.864144736842,0.00894370170428,73695232.0,0.242526405736
0.9,0.836,0.00889878017242,73325298.5263,0.261321682679
0.85,0.801026315789,0.00890050691738,73339311.1579,0.26665209469
0.8,0.788197368421,0.00895505636056,73788793.2632,0.267680532054
0.75,0.792671052632,0.00890982087506,73416272.8421,0.270375854091
0.7,0.728342105263,0.00891400692346,73450549.8947,0.28893108117
0.65,0.670934210526,0.00891167843404,73431363.3684,0.317140064741
0.6,0.620881578947,0.00896049822348,73833633.6842,0.337506181315
0.55,0.576434210526,0.00891832378587,73486120.4211,0.365490825553
0.5,0.532447368421,0.008921751113,73514576.8421,0.404183601078
0.45,0.478802631579,0.00891840227428,73486982.7368,0.454982406215
0.4,0.421960526316,0.00896209415443,73846784.0,0.531624116396
0.35,0.362697368421,0.00893182379196,73597574.7368,0.650274841409
0.3,0.312118421053,0.00892052146128,73504444.6316,0.811247875816
0.25,0.258,0.00896727438932,73889468.6316,1.08575076806
0.2,0.202236842105,0.00892441971885,73536350.3158,1.64040276879
0.15,0.152592105263,0.00891086738716,73424680.4211,2.75410043566
0.1,0.100381578947,0.0089239226256,73532254.3158,6.70508944361
0.05,0.05,0.00898475114138,74033475.3684,20.8909244663
